index,duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender,bike_share_for_all_trip,duration_min,duration_hr,member_age,month,date,day,hour,timeofweek,dayperiod,member_age_group,zip
1754112,193,2018-12-23 16:22:26.9180,2018-12-23 16:25:40.741,223.0,16th St Mission BART Station 2,37.764765215497704,-122.42009103298186,99.0,Folsom St at 15th St,37.7670373,-122.41544250000001,5098,Subscriber,1986.0,Female,No,3.22,0.05,33,December,23,Sunday,16,Weekend,Afternoon,Young Adult,94110
1736271,457,2018-12-30 16:39:16.5550,2018-12-30 16:46:53.951,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,49.0,S Park St at 3rd St,37.7807601,-122.39498940000001,1434,Subscriber,1975.0,Male,No,7.62,0.13,44,December,30,Sunday,16,Weekend,Afternoon,Adult,94104
342764,122,2018-04-25 09:15:50.2400,2018-04-25 09:17:52.383,114.0,Rhode Island St at 17th St,37.7644783,-122.40257009999999,115.0,Jackson Playground,37.7650259,-122.39877340000001,687,Subscriber,1986.0,Male,No,2.03,0.03,33,April,25,Wednesday,9,Weekday,Morning,Young Adult,94107
1179406,440,2018-08-06 10:24:44.2300,2018-08-06 10:32:05.211,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553955,615,Subscriber,1987.0,Male,No,7.33,0.12,32,August,06,Monday,10,Weekday,Morning,Young Adult,94103
992791,1536,2018-07-05 17:39:14.0360,2018-07-05 18:04:50.328,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323335,438,Subscriber,1986.0,Female,No,25.6,0.43,33,July,05,Thursday,18,Weekday,Afternoon,Young Adult,94107
82882,860,2018-01-05 14:42:55.1430,2018-01-05 14:57:15.502,211.0,Broadway at 40th St,37.827757299999995,-122.25671559999999,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,1551,Subscriber,1973.0,Male,No,14.33,0.24,46,January,05,Friday,14,Weekday,Afternoon,Adult,94609
401725,1462,2018-04-11 13:32:26.9730,2018-04-11 13:56:49.637,141.0,Valencia St at Cesar Chavez St,37.747998100000004,-122.42021869999999,47.0,4th St at Harrison St,37.78095459960753,-122.39974915981293,974,Subscriber,1991.0,Male,No,24.37,0.41,28,April,11,Wednesday,13,Weekday,Afternoon,Young Adult,94110
136907,437,2018-02-16 09:17:07.1450,2018-02-16 09:24:24.395,189.0,Genoa St at 55th St,37.83964879999999,-122.2717561,176.0,MacArthur BART Station,37.82840997305853,-122.26631462574005,3322,Subscriber,1985.0,Male,No,7.28,0.12,34,February,16,Friday,9,Weekday,Morning,Young Adult,94608
15241,6584,2018-01-28 10:47:37.3500,2018-01-28 12:37:21.568,72.0,Page St at Scott St,37.772406,-122.4356498,71.0,Broderick St at Oak St,37.773062700000004,-122.4390777,485,Customer,,,No,109.73,1.83,0,January,28,Sunday,12,Weekend,Morning,Children,94117
908432,238,2018-07-18 15:10:49.9610,2018-07-18 15:14:48.315,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,200.0,2nd Ave at E 18th St,37.800213566969795,-122.25381016731262,3752,Subscriber,1958.0,Male,No,3.97,0.07,61,July,18,Wednesday,15,Weekday,Afternoon,Senior,94610
1485752,238,2018-10-17 19:02:25.6060,2018-10-17 19:06:23.921,308.0,San Pedro Square,37.336802,-121.89409009999999,306.0,Saint James Park,37.339301,-121.88993700000002,670,Subscriber,1991.0,Female,No,3.97,0.07,28,October,17,Wednesday,19,Weekday,Evening,Young Adult,95110
92222,302,2018-01-02 11:09:40.9010,2018-01-02 11:14:43.467,36.0,Folsom St at 3rd St,37.78383,-122.39887,22.0,Howard St at Beale St,37.789756,-122.39464299999999,2193,Subscriber,1987.0,Male,No,5.03,0.08,32,January,02,Tuesday,11,Weekday,Morning,Young Adult,94103
470300,835,2018-05-27 15:27:58.8800,2018-05-27 15:41:54.388,100.0,Bryant St at 15th St,37.7671004,-122.41066200000002,36.0,Folsom St at 3rd St,37.78383,-122.39887,629,Subscriber,1989.0,Female,No,13.92,0.23,30,May,27,Sunday,15,Weekend,Afternoon,Young Adult,94103
931626,450,2018-07-15 08:52:13.8500,2018-07-15 08:59:44.315,93.0,4th St at Mission Bay Blvd S,37.770407399999996,-122.39119840000002,66.0,3rd St at Townsend St,37.77874161153677,-122.39274082710837,1646,Customer,,,No,7.5,0.12,0,July,15,Sunday,8,Weekend,Morning,Children,94158
577387,377,2018-05-08 20:47:27.6100,2018-05-08 20:53:44.837,148.0,Horton St at 40th St,37.82970460000001,-122.28761019999999,150.0,Adeline St at 40th St,37.8312769,-122.2782669,3502,Subscriber,1994.0,Male,No,6.28,0.1,25,May,08,Tuesday,20,Weekday,Evening,Young Adult,94608
1411333,129,2018-10-30 07:06:58.1950,2018-10-30 07:09:07.211,114.0,Rhode Island St at 17th St,37.7644783,-122.40257009999999,115.0,Jackson Playground,37.7650259,-122.39877340000001,3575,Subscriber,1985.0,Male,No,2.15,0.04,34,October,30,Tuesday,7,Weekday,Morning,Young Adult,94107
677718,278,2018-06-22 18:15:59.8640,2018-06-22 18:20:38.217,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917,62.0,Victoria Manalo Draves Park,37.77779057034257,-122.40643188357352,292,Subscriber,1998.0,Male,No,4.63,0.08,21,June,22,Friday,18,Weekday,Afternoon,Young Adult,94103
1526995,169,2018-10-11 12:19:38.7530,2018-10-11 12:22:27.827,198.0,Snow Park,37.80781318217903,-122.26449608802795,183.0,Telegraph Ave at 19th St,37.8087021,-122.26992709999999,41,Subscriber,1976.0,Male,No,2.82,0.05,43,October,11,Thursday,12,Weekday,Morning,Adult,94612
1388876,1799,2018-09-03 12:46:15.9150,2018-09-03 13:16:15.639,168.0,Alcatraz Ave at Shattuck Ave,37.849594967776646,-122.26556897163393,183.0,Telegraph Ave at 19th St,37.8087021,-122.26992709999999,978,Subscriber,1987.0,Female,No,29.98,0.5,32,September,03,Monday,13,Weekday,Afternoon,Young Adult,94609
76753,514,2018-01-09 09:54:42.4730,2018-01-09 10:03:17.455,27.0,Beale St at Harrison St,37.7880593,-122.39186480000001,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.776639200000005,-122.3955263,2933,Subscriber,1975.0,Male,No,8.57,0.14,44,January,09,Tuesday,10,Weekday,Morning,Adult,94105
1017511,15131,2018-07-01 08:15:05.9510,2018-07-01 12:27:17.573,307.0,SAP Center,37.332692,-121.900084,307.0,SAP Center,37.332692,-121.900084,264,Customer,1961.0,Male,No,252.18,4.2,58,July,01,Sunday,12,Weekend,Morning,Senior,95113
347136,743,2018-04-24 15:50:13.3840,2018-04-24 16:02:37.225,13.0,Commercial St at Montgomery St,37.794230999999996,-122.402923,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,458,Subscriber,1984.0,Male,No,12.38,0.21,35,April,24,Tuesday,16,Weekday,Afternoon,Young Adult,94111
1414394,432,2018-10-29 16:47:12.4220,2018-10-29 16:54:24.430,37.0,2nd St at Folsom St,37.78499972833808,-122.39593561749642,14.0,Clay St at Battery St,37.795001,-122.39997,1515,Subscriber,1990.0,Male,No,7.2,0.12,29,October,29,Monday,16,Weekday,Afternoon,Young Adult,94107
201010,625,2018-02-01 08:02:35.8880,2018-02-01 08:13:01.288,78.0,Folsom St at 9th St,37.7737172,-122.41164669999999,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,2125,Subscriber,1981.0,Male,No,10.42,0.17,38,February,01,Thursday,8,Weekday,Morning,Adult,94103
211739,542,2018-03-29 15:04:53.9230,2018-03-29 15:13:56.463,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.41592920000001,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553955,3299,Subscriber,1987.0,Male,No,9.03,0.15,32,March,29,Thursday,15,Weekday,Afternoon,Young Adult,94102
1757346,894,2018-12-22 12:25:59.2690,2018-12-22 12:40:53.300,183.0,Telegraph Ave at 19th St,37.8087021,-122.26992709999999,152.0,47th St at San Pablo Ave,37.83563220458518,-122.28105068206787,4507,Subscriber,1989.0,Female,No,14.9,0.25,30,December,22,Saturday,12,Weekend,Morning,Young Adult,94612
306042,11842,2018-03-03 15:02:48.3200,2018-03-03 18:20:10.677,64.0,5th St at Brannan St,37.776753899999996,-122.3990176,45.0,5th St at Howard St,37.781752000000004,-122.40512700000001,3176,Subscriber,1964.0,Male,Yes,197.37,3.29,55,March,03,Saturday,18,Weekend,Afternoon,Adult,94107
912469,2664,2018-07-17 23:29:40.5850,2018-07-18 00:14:04.792,73.0,Pierce St at Haight St,37.7717933,-122.43370790000002,73.0,Pierce St at Haight St,37.7717933,-122.43370790000002,2796,Customer,1972.0,Other,No,44.4,0.74,47,July,18,Wednesday,0,Weekday,Evening,Adult,94117
1271542,844,2018-09-21 07:14:10.9560,2018-09-21 07:28:15.663,98.0,Valencia St at 16th St,37.765052000000004,-122.42186609999999,89.0,Division St at Potrero Ave,37.76921786152374,-122.40764558315277,491,Subscriber,1997.0,Male,No,14.07,0.23,22,September,21,Friday,7,Weekday,Morning,Young Adult,94103
546574,308,2018-05-14 10:35:49.0010,2018-05-14 10:40:57.598,19.0,Post St at Kearny St,37.788975,-122.403452,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,4067,Subscriber,1974.0,Male,Yes,5.13,0.09,45,May,14,Monday,10,Weekday,Morning,Adult,94104
638592,417,2018-06-28 16:01:37.9670,2018-06-28 16:08:35.075,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,356.0,Valencia St at Clinton Park,37.769188178104585,-122.42228507995605,3946,Customer,,,No,6.95,0.12,0,June,28,Thursday,16,Weekday,Afternoon,Children,94102
1748556,1014,2018-12-26 17:24:16.3900,2018-12-26 17:41:10.850,16.0,Steuart St at Market St,37.794129999999996,-122.39443,112.0,Harrison St at 17th St,37.7638471,-122.41300359999998,5002,Subscriber,1991.0,Female,No,16.9,0.28,28,December,26,Wednesday,17,Weekday,Afternoon,Young Adult,94105
421155,1005,2018-04-06 09:10:48.1720,2018-04-06 09:27:33.993,106.0,Sanchez St at 17th St,37.7632417,-122.4306746,81.0,Berry St at 4th St,37.77588,-122.39317,2343,Customer,1993.0,Male,No,16.75,0.28,26,April,06,Friday,9,Weekday,Morning,Young Adult,94114
784294,280,2018-06-06 13:51:54.4950,2018-06-06 13:56:34.990,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,4011,Subscriber,1977.0,Male,No,4.67,0.08,42,June,06,Wednesday,13,Weekday,Afternoon,Adult,94104
920994,215,2018-07-16 19:40:48.4750,2018-07-16 19:44:24.342,50.0,2nd St at Townsend St,37.780526,-122.39028799999998,81.0,Berry St at 4th St,37.77588,-122.39317,2938,Subscriber,1995.0,Male,No,3.58,0.06,24,July,16,Monday,19,Weekday,Evening,Young Adult,94107
60745,698,2018-01-14 08:00:16.1250,2018-01-14 08:11:54.884,28.0,The Embarcadero at Bryant St,37.78716801474664,-122.38809792330359,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,1516,Subscriber,1956.0,Male,No,11.63,0.19,63,January,14,Sunday,8,Weekend,Morning,Senior,94105
1523558,424,2018-10-11 19:32:10.6520,2018-10-11 19:39:14.881,254.0,Vine St at Shattuck Ave,37.88022244590679,-122.26959228515624,258.0,University Ave at Oxford St,37.8723555,-122.26644669999999,578,Subscriber,1977.0,Female,Yes,7.07,0.12,42,October,11,Thursday,19,Weekday,Evening,Adult,94709
1845886,1918,2018-12-05 08:57:45.9400,2018-12-05 09:29:44.160,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,239.0,Bancroft Way at Telegraph Ave,37.8688126,-122.25876399999999,3504,Subscriber,1972.0,Male,No,31.97,0.53,47,December,05,Wednesday,9,Weekday,Morning,Adult,94610
1474387,394,2018-10-19 11:33:25.2020,2018-10-19 11:39:59.692,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,349.0,Howard St at Mary St,37.78100971717512,-122.40566611289978,2238,Subscriber,1994.0,Male,No,6.57,0.11,25,October,19,Friday,11,Weekday,Morning,Young Adult,94102
1415601,990,2018-10-29 12:01:43.8270,2018-10-29 12:18:14.104,85.0,Church St at Duboce Ave,37.7700831,-122.42915570000001,21.0,Montgomery St BART Station (Market St at 2nd St),37.7896254,-122.400811,3688,Subscriber,1964.0,Male,No,16.5,0.28,55,October,29,Monday,12,Weekday,Morning,Adult,94114
16312,1135,2018-01-27 18:02:09.6930,2018-01-27 18:21:04.792,96.0,Dolores St at 15th St,37.7662102,-122.4266136,147.0,29th St at Tiffany Ave,37.744066700000005,-122.42147220000001,2290,Subscriber,1986.0,Female,No,18.92,0.32,33,January,27,Saturday,18,Weekend,Afternoon,Young Adult,94103
1269468,850,2018-09-21 10:47:01.0870,2018-09-21 11:01:11.372,71.0,Broderick St at Oak St,37.773062700000004,-122.4390777,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553955,4430,Subscriber,1990.0,Male,No,14.17,0.24,29,September,21,Friday,11,Weekday,Morning,Young Adult,94117
243891,1028,2018-03-21 16:57:43.6580,2018-03-21 17:14:52.582,58.0,Market St at 10th St,37.776619000000004,-122.41738500000001,49.0,S Park St at 3rd St,37.7807601,-122.39498940000001,2479,Customer,,,No,17.13,0.29,0,March,21,Wednesday,17,Weekday,Afternoon,Children,94102
1676249,543,2018-11-09 17:36:58.3090,2018-11-09 17:46:01.424,77.0,11th St at Natoma St,37.773506899999994,-122.4160402,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,2663,Subscriber,1985.0,Male,No,9.05,0.15,34,November,09,Friday,17,Weekday,Afternoon,Young Adult,94103
241210,466,2018-03-22 11:55:24.2750,2018-03-22 12:03:10.284,9.0,Broadway at Battery St,37.798572108462565,-122.40086898207666,25.0,Howard St at 2nd St,37.78752178045625,-122.39740490913393,1063,Subscriber,1963.0,Female,No,7.77,0.13,56,March,22,Thursday,12,Weekday,Morning,Senior,94111
752476,3533,2018-06-11 18:43:01.3770,2018-06-11 19:41:55.213,23.0,The Embarcadero at Steuart St,37.791464000000005,-122.391034,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,4015,Subscriber,1976.0,Male,Yes,58.88,0.98,43,June,11,Monday,19,Weekday,Evening,Adult,94105
1081731,1181,2018-08-21 19:11:59.1200,2018-08-21 19:31:40.697,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,100.0,Bryant St at 15th St,37.7671004,-122.41066200000002,1473,Subscriber,1994.0,Male,No,19.68,0.33,25,August,21,Tuesday,19,Weekday,Evening,Young Adult,94107
150254,1399,2018-02-13 13:06:43.0650,2018-02-13 13:30:02.807,16.0,Steuart St at Market St,37.794129999999996,-122.39443,130.0,22nd St Caltrain Station,37.75736899005735,-122.3920565843582,1092,Subscriber,1952.0,Male,No,23.32,0.39,67,February,13,Tuesday,13,Weekday,Afternoon,Senior,94105
801641,769,2018-06-04 08:42:38.1850,2018-06-04 08:55:27.632,75.0,Market St at Franklin St,37.773793206088705,-122.42123901844023,25.0,Howard St at 2nd St,37.78752178045625,-122.39740490913393,3378,Subscriber,1984.0,Male,No,12.82,0.21,35,June,04,Monday,8,Weekday,Morning,Young Adult,94102
333788,407,2018-04-26 17:39:13.2530,2018-04-26 17:46:00.576,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,22.0,Howard St at Beale St,37.789756,-122.39464299999999,24,Subscriber,1967.0,Male,No,6.78,0.11,52,April,26,Thursday,17,Weekday,Afternoon,Adult,94111
1175120,658,2018-08-06 20:33:21.6700,2018-08-06 20:44:20.586,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.776639200000005,-122.3955263,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,2025,Subscriber,1994.0,Male,No,10.97,0.18,25,August,06,Monday,20,Weekday,Evening,Young Adult,94107
1462843,721,2018-10-21 19:58:12.9550,2018-10-21 20:10:14.008,249.0,Russell St at College Ave,37.8584732,-122.2532529,206.0,College Ave at Bryant Ave,37.8381269,-122.25127140000002,588,Subscriber,1977.0,Female,Yes,12.02,0.2,42,October,21,Sunday,20,Weekend,Evening,Adult,94705
281279,434,2018-03-09 18:33:38.2310,2018-03-09 18:40:52.429,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,45.0,5th St at Howard St,37.781752000000004,-122.40512700000001,3658,Subscriber,1989.0,Male,No,7.23,0.12,30,March,09,Friday,18,Weekday,Afternoon,Young Adult,94107
1356606,679,2018-09-08 10:16:05.6440,2018-09-08 10:27:25.588,324.0,Union Square (Powell St at Post St),37.78829997815083,-122.40853071212769,16.0,Steuart St at Market St,37.794129999999996,-122.39443,1501,Subscriber,1979.0,Male,No,11.32,0.19,40,September,08,Saturday,10,Weekend,Morning,Adult,94102
1504317,1392,2018-10-15 13:19:29.7430,2018-10-15 13:42:42.102,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,10.0,Washington St at Kearny St,37.795392937254526,-122.4047702550888,4057,Customer,1988.0,Female,No,23.2,0.39,31,October,15,Monday,13,Weekday,Afternoon,Young Adult,94133
799700,682,2018-06-04 13:46:24.4000,2018-06-04 13:57:46.549,73.0,Pierce St at Haight St,37.7717933,-122.43370790000002,17.0,Embarcadero BART Station (Beale St at Market St),37.792251,-122.39708600000002,4004,Customer,1987.0,Male,No,11.37,0.19,32,June,04,Monday,13,Weekday,Afternoon,Young Adult,94117
304568,494,2018-03-04 15:55:02.8450,2018-03-04 16:03:17.076,195.0,Bay Pl at Vernon St,37.81231409135146,-122.26077854633331,220.0,San Pablo Ave at MLK Jr Way,37.8113514,-122.2734217,1074,Subscriber,1971.0,Male,No,8.23,0.14,48,March,04,Sunday,16,Weekend,Afternoon,Adult,94610
1747866,389,2018-12-26 22:06:07.0720,2018-12-26 22:12:36.427,130.0,22nd St Caltrain Station,37.75771842163036,-122.39181250333785,364.0,Mission Rock St at 3rd St,37.77288579232439,-122.38994032144548,4955,Subscriber,1989.0,Female,No,6.48,0.11,30,December,26,Wednesday,22,Weekday,Evening,Young Adult,94107
1751634,1760,2018-12-25 14:20:51.3340,2018-12-25 14:50:11.624,81.0,Berry St at 4th St,37.77588,-122.39317,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,346,Subscriber,1988.0,Male,No,29.33,0.49,31,December,25,Tuesday,14,Weekday,Afternoon,Young Adult,94107
939464,485,2018-07-13 16:33:04.2790,2018-07-13 16:41:09.765,22.0,Howard St at Beale St,37.789756,-122.39464299999999,50.0,2nd St at Townsend St,37.780526,-122.39028799999998,458,Subscriber,1990.0,Female,No,8.08,0.13,29,July,13,Friday,16,Weekday,Afternoon,Young Adult,94105
361030,458,2018-04-20 23:16:19.7470,2018-04-20 23:23:58.488,160.0,West Oakland BART Station,37.805318299999996,-122.2948365,218.0,DeFremery Park,37.8123315,-122.28517120000001,3599,Subscriber,1976.0,Male,No,7.63,0.13,43,April,20,Friday,23,Weekday,Evening,Adult,94607
1467632,2813,2018-10-20 14:32:46.4630,2018-10-20 15:19:39.883,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,3523,Customer,1992.0,Female,No,46.88,0.78,27,October,20,Saturday,15,Weekend,Afternoon,Young Adult,94610
221111,313,2018-03-27 18:02:00.5280,2018-03-27 18:07:14.148,163.0,Lake Merritt BART Station,37.7973195,-122.26531990000001,200.0,2nd Ave at E 18th St,37.800213566969795,-122.25381016731262,3552,Subscriber,1972.0,Male,No,5.22,0.09,47,March,27,Tuesday,18,Weekday,Afternoon,Adult,94607
488672,355,2018-05-23 22:12:43.8540,2018-05-23 22:18:39.730,182.0,19th Street BART Station,37.809012599999996,-122.2682473,159.0,24th St at Market St,37.8160598,-122.27824440000002,3599,Subscriber,1975.0,Female,No,5.92,0.1,44,May,23,Wednesday,22,Weekday,Evening,Adult,94612
403808,514,2018-04-11 07:49:29.6090,2018-04-11 07:58:04.369,24.0,Spear St at Folsom St,37.78967670000001,-122.39042849999998,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,2788,Subscriber,1988.0,Male,No,8.57,0.14,31,April,11,Wednesday,7,Weekday,Morning,Young Adult,94105
1130111,137,2018-08-14 06:17:03.8210,2018-08-14 06:19:21.600,109.0,17th St at Valencia St,37.7633158,-122.4219039,109.0,17th St at Valencia St,37.7633158,-122.4219039,3953,Subscriber,1984.0,Male,No,2.28,0.04,35,August,14,Tuesday,6,Weekday,Morning,Young Adult,94110
544375,511,2018-05-14 17:28:53.2880,2018-05-14 17:37:24.811,171.0,Rockridge BART Station,37.84427875399067,-122.251900434494,176.0,MacArthur BART Station,37.82840997305853,-122.26631462574005,1942,Subscriber,,,No,8.52,0.14,0,May,14,Monday,17,Weekday,Afternoon,Children,94618
1190890,143,2018-08-03 18:12:41.0200,2018-08-03 18:15:04.382,249.0,Russell St at College Ave,37.8584732,-122.2532529,267.0,Derby St at College Ave,37.8618037,-122.25356869999999,2394,Subscriber,,,No,2.38,0.04,0,August,03,Friday,18,Weekday,Afternoon,Children,94705
1682996,707,2018-11-08 17:07:15.8120,2018-11-08 17:19:03.135,26.0,1st St at Folsom St,37.787290000000006,-122.39438,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,4430,Subscriber,1975.0,Male,No,11.78,0.2,44,November,08,Thursday,17,Weekday,Afternoon,Adult,94105
113581,406,2018-02-23 09:20:19.6030,2018-02-23 09:27:06.443,197.0,El Embarcadero at Grand Ave,37.808847899999996,-122.24967990000002,182.0,19th Street BART Station,37.809012599999996,-122.2682473,2499,Subscriber,1989.0,Male,No,6.77,0.11,30,February,23,Friday,9,Weekday,Morning,Young Adult,94610
129979,277,2018-02-18 16:29:03.5690,2018-02-18 16:33:40.719,139.0,Garfield Square (25th St at Harrison St),37.751017100000006,-122.4119009,112.0,Harrison St at 17th St,37.7638471,-122.41300359999998,2661,Subscriber,1988.0,Male,No,4.62,0.08,31,February,18,Sunday,16,Weekend,Afternoon,Young Adult,94110
1465467,157,2018-10-21 09:33:40.8310,2018-10-21 09:36:18.678,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,2994,Customer,,,No,2.62,0.04,0,October,21,Sunday,9,Weekend,Morning,Children,94111
212459,310,2018-03-29 11:40:13.4000,2018-03-29 11:45:24.070,46.0,San Antonio Park,37.790139851853645,-122.24237322807312,221.0,12th St at 6th Ave,37.7943532,-122.25387450000001,3529,Subscriber,1958.0,Male,Yes,5.17,0.09,61,March,29,Thursday,11,Weekday,Morning,Senior,94606
302525,265,2018-03-05 09:42:24.3470,2018-03-05 09:46:49.538,44.0,Civic Center/UN Plaza BART Station (Market St at McAllister St),37.7810737,-122.4117382,41.0,Golden Gate Ave at Polk St,37.78127,-122.41873999999999,2792,Subscriber,1978.0,Other,No,4.42,0.07,41,March,05,Monday,9,Weekday,Morning,Adult,94103
1746401,1917,2018-12-27 12:35:31.4410,2018-12-27 13:07:28.568,360.0,Newhall St at 3rd St,37.738571871267254,-122.38961778581141,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,4654,Customer,1985.0,Male,No,31.95,0.53,34,December,27,Thursday,13,Weekday,Afternoon,Young Adult,94124
92287,421,2018-01-02 10:34:17.7560,2018-01-02 10:41:19.312,43.0,San Francisco Public Library (Grove St at Hyde St),37.7787677,-122.41592920000001,79.0,7th St at Brannan St,37.773491899999996,-122.40367250000001,2847,Subscriber,1980.0,Male,No,7.02,0.12,39,January,02,Tuesday,10,Weekday,Morning,Adult,94102
1312973,404,2018-09-14 16:59:55.5500,2018-09-14 17:06:39.920,202.0,Washington St at 8th St,37.8007544,-122.2748943,203.0,Webster St at 2nd St,37.795194764385954,-122.27396965026855,229,Subscriber,1988.0,Male,No,6.73,0.11,31,September,14,Friday,17,Weekday,Afternoon,Young Adult,94607
486920,545,2018-05-24 09:14:13.2980,2018-05-24 09:23:18.891,73.0,Pierce St at Haight St,37.7717933,-122.43370790000002,29.0,O'Farrell St at Divisadero St,37.7824046019341,-122.43944585323335,3970,Subscriber,1991.0,Male,No,9.08,0.15,28,May,24,Thursday,9,Weekday,Morning,Young Adult,94117
900427,1022,2018-07-19 14:41:16.6130,2018-07-19 14:58:18.769,6.0,The Embarcadero at Sansome St,37.80477,-122.40323400000001,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,3567,Customer,1996.0,Male,No,17.03,0.28,23,July,19,Thursday,14,Weekday,Afternoon,Young Adult,94111
102632,580,2018-02-27 08:41:15.4830,2018-02-27 08:50:56.138,188.0,Dover St at 57th St,37.8426295,-122.267738,177.0,MacArthur Blvd at Telegraph Ave,37.82628629999999,-122.2651002,3094,Subscriber,1985.0,Male,No,9.67,0.16,34,February,27,Tuesday,8,Weekday,Morning,Young Adult,94609
1280868,282,2018-09-19 19:49:56.9930,2018-09-19 19:54:39.644,179.0,Telegraph Ave at 27th St,37.816073115011406,-122.26788640022278,182.0,19th Street BART Station,37.809012599999996,-122.2682473,80,Subscriber,1988.0,Male,No,4.7,0.08,31,September,19,Wednesday,19,Weekday,Evening,Young Adult,94612
1847349,326,2018-12-04 20:52:46.7360,2018-12-04 20:58:13.426,7.0,Frank H Ogawa Plaza,37.8045623549303,-122.27173805236816,186.0,Lakeside Dr at 14th St,37.8013189,-122.26264180000001,2223,Subscriber,1980.0,Female,No,5.43,0.09,39,December,04,Tuesday,20,Weekday,Evening,Adult,94612
1078202,499,2018-08-22 10:53:58.1040,2018-08-22 11:02:17.584,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.776639200000005,-122.3955263,284.0,Yerba Buena Center for the Arts (Howard St at 3rd St),37.78487208436062,-122.40087568759917,3416,Subscriber,1986.0,Female,No,8.32,0.14,33,August,22,Wednesday,11,Weekday,Morning,Young Adult,94107
278719,369,2018-03-10 19:03:50.3210,2018-03-10 19:09:59.746,93.0,4th St at Mission Bay Blvd S,37.770407399999996,-122.39119840000002,342.0,Colin P Kelly Jr St at Townsend St (Temporary Site),37.781382819628725,-122.38984107971191,34,Subscriber,1986.0,Male,No,6.15,0.1,33,March,10,Saturday,19,Weekend,Evening,Young Adult,94158
1503334,1112,2018-10-15 16:32:38.0600,2018-10-15 16:51:10.576,8.0,The Embarcadero at Vallejo St,37.799953,-122.398525,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.39528200000001,1152,Subscriber,1991.0,Female,No,18.53,0.31,28,October,15,Monday,16,Weekday,Afternoon,Young Adult,94111
783875,706,2018-06-06 15:20:43.2530,2018-06-06 15:32:29.984,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.40844488143921,10.0,Washington St at Kearny St,37.795392937254526,-122.4047702550888,1341,Subscriber,1983.0,Male,No,11.77,0.2,36,June,06,Wednesday,15,Weekday,Afternoon,Adult,94102
1658212,344,2018-11-14 06:25:13.0730,2018-11-14 06:30:57.653,200.0,2nd Ave at E 18th St,37.800213566969795,-122.25381016731262,201.0,10th St at Fallon St,37.797672799999994,-122.2629973,2544,Subscriber,1985.0,Female,No,5.73,0.1,34,November,14,Wednesday,6,Weekday,Morning,Young Adult,94606
